Year;Month;Date;District;Municipality;Parish;incl Electric mobility;Number of CPE's with collected DC;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;2;2024-02;Guarda;Guarda;Valhelhas;Não;143;09;0907;090747
2024;2;2024-02;Guarda;Guarda;Jarmelo São Miguel;Não;143;09;0907;090759
2024;2;2024-02;Guarda;Guarda;Corujeira e Trinta;Não;128;09;0907;090762
2024;2;2024-02;Guarda;Sabugal;Quintas de São Bartolomeu;Não;62;09;0911;091124
2024;2;2024-02;Guarda;Seia;Santa Comba;Não;241;09;0912;091213
2024;2;2024-02;Guarda;Trancoso;Cogula;Não;171;09;0913;091304
2024;2;2024-02;Guarda;Trancoso;Póvoa do Concelho;Não;192;09;0913;091314
2024;2;2024-02;Leiria;Ansião;Ansião;Sim;1;10;1003;100309
2024;2;2024-02;Leiria;Pedrógão Grande;Vila Facaia;Não;23;10;1013;101303
2024;2;2024-02;Lisboa;Arruda dos Vinhos;Arranhó;Não;1287;11;1102;110201
2024;2;2024-02;Lisboa;Azambuja;Aveiras de Cima;Sim;1;11;1103;110303
2024;2;2024-02;Lisboa;Azambuja;Vale do Paraíso;Não;486;11;1103;110306
2024;2;2024-02;Lisboa;Mafra;Santo Isidoro;Não;1439;11;1109;110913
2024;2;2024-02;Lisboa;Sintra;Algueirão-Mem Martins;Sim;4;11;1111;111102
2024;2;2024-02;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;Não;14882;11;1111;111128
2024;2;2024-02;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;Não;11273;11;1114;111415
2024;2;2024-02;Lisboa;Amadora;Alfragide;Sim;9;11;1115;111512
2024;2;2024-02;Lisboa;Amadora;Mina de Água;Sim;9;11;1115;111516
2024;2;2024-02;Lisboa;Odivelas;Pontinha e Famões;Sim;6;11;1116;111608
2024;2;2024-02;Portalegre;Sousel;Santo Amaro;Não;280;12;1215;121503
2024;2;2024-02;Porto;Amarante;Gondar;Não;59;13;1301;130117
2024;2;2024-02;Porto;Felgueiras;Refontoura;Não;453;13;1303;130317
2024;2;2024-02;Porto;Lousada;Aveleda;Não;802;13;1305;130502
2024;2;2024-02;Porto;Maia;Águas Santas;Sim;1;13;1306;130601
2024;2;2024-02;Porto;Maia;Moreira;Sim;2;13;1306;130609
2024;2;2024-02;Porto;Maia;Pedrouços;Não;5464;13;1306;130617
2024;2;2024-02;Porto;Maia;Nogueira e Silva Escura;Sim;4;13;1306;130620
2024;2;2024-02;Porto;Marco de Canaveses;Tabuado;Não;527;13;1307;130724
2024;2;2024-02;Porto;Matosinhos;Matosinhos e Leça da Palmeira;Sim;10;13;1308;130812
2024;2;2024-02;Porto;Paços de Ferreira;Freamunde;Sim;1;13;1309;130908
2024;2;2024-02;Porto;Paredes;Cristelo;Não;708;13;1310;131009
2024;2;2024-02;Porto;Paredes;Duas Igrejas;Não;1210;13;1310;131010
2024;2;2024-02;Porto;Penafiel;Galegos;Não;438;13;1311;131113
2024;2;2024-02;Porto;Penafiel;Penafiel;Sim;3;13;1311;131139
2024;2;2024-02;Porto;Porto;Ramalde;Não;19196;13;1312;131211
2024;2;2024-02;Porto;Vila do Conde;Junqueira;Não;90;13;1316;131612
2024;2;2024-02;Porto;Vila do Conde;Labruge;Sim;1;13;1316;131613
2024;2;2024-02;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;Não;160;13;1316;131631
2024;2;2024-02;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;Sim;2;13;1316;131631
2024;2;2024-02;Porto;Vila Nova de Gaia;Oliveira do Douro;Não;10424;13;1317;131712
2024;2;2024-02;Santarém;Alcanena;Alcanena e Vila Moreira;Sim;1;14;1402;140211
2024;2;2024-02;Santarém;Santarém;Pernes;Sim;1;14;1416;141614
2024;2;2024-02;Santarém;Torres Novas;Torres Novas (São Pedro), Lapas e Ribeira Branca;Sim;1;14;1419;141921
2024;2;2024-02;Santarém;Vila Nova da Barquinha;Praia do Ribatejo;Não;791;14;1420;142002
2024;2;2024-02;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;Sim;7;15;1503;150312
2024;2;2024-02;Setúbal;Almada;Caparica e Trafaria;Sim;4;15;1503;150313
2024;2;2024-02;Setúbal;Moita;Gaio-Rosário e Sarilhos Pequenos;Não;1028;15;1506;150608
2024;2;2024-02;Setúbal;Setúbal;Sado;Sim;2;15;1512;151208
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Souto e Tabaçô;Não;424;16;1601;160162
2024;2;2024-02;Viana do Castelo;Melgaço;Penso;Não;71;16;1603;160313
2024;2;2024-02;Viana do Castelo;Monção;Tangil;Não;456;16;1604;160428
2024;2;2024-02;Viana do Castelo;Paredes de Coura;Castanheira;Não;315;16;1605;160503
2024;2;2024-02;Viana do Castelo;Ponte da Barca;Lavradas;Não;90;16;1606;160611
2024;2;2024-02;Viana do Castelo;Ponte da Barca;Vade (São Tomé);Não;233;16;1606;160624
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Ardegão, Freixo e Mato;Não;982;16;1607;160753
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Bárrio e Cepões;Não;427;16;1607;160755
2024;2;2024-02;Vila Real;Alijó;Favaios;Não;689;17;1701;170107
2024;2;2024-02;Vila Real;Chaves;Faiões;Não;431;17;1703;170313
2024;2;2024-02;Vila Real;Valpaços;Água Revés e Crasto;Não;265;17;1712;171201
2024;2;2024-02;Vila Real;Valpaços;Friões;Não;491;17;1712;171212
2024;2;2024-02;Vila Real;Vila Real;Vila Real;Sim;8;17;1714;171438
2024;2;2024-02;Viseu;Armamar;Folgosa;Não;236;18;1801;180106
2024;2;2024-02;Viseu;Castro daire;Mamouros, Alva e Ribolhos;Não;420;18;1803;180323
2024;2;2024-02;Viseu;Cinfães;São Cristóvão de Nogueira;Não;84;18;1804;180413
2024;2;2024-02;Viseu;Lamego;Samodães;Não;120;18;1805;180519
2024;2;2024-02;Viseu;Oliveira de Frades;São João da Serra;Não;227;18;1810;181008
2024;2;2024-02;Viseu;Oliveira de Frades;Oliveira de Frades, Souto de Lafões e Sejães;Sim;1;18;1810;181015
2024;2;2024-02;Viseu;Penalva do Castelo;Germil;Não;230;18;1811;181104
2024;2;2024-02;Viseu;Penedono;Souto;Não;154;18;1812;181209
2024;2;2024-02;Viseu;Santa Comba Dão;São Joaninho;Não;529;18;1814;181405
2024;2;2024-02;Viseu;São Pedro do Sul;São Félix;Não;208;18;1816;181612
2024;2;2024-02;Viseu;Sernancelhe;Granjal;Não;177;18;1818;181810
2024;2;2024-02;Viseu;Sernancelhe;Vila da Ponte;Não;309;18;1818;181817
2024;2;2024-02;Viseu;Sernancelhe;Penso e Freixinho;Não;95;18;1818;181820
2024;2;2024-02;Viseu;Tarouca;Várzea da Serra;Não;455;18;1820;182009
2024;2;2024-02;Viseu;Tarouca;Granja Nova e Vila Chã da Beira;Não;103;18;1820;182012
2024;2;2024-02;Viseu;Viseu;Lordosa;Não;862;18;1823;182316
2024;2;2024-02;Viseu;Viseu;Rio de Loba;Não;4616;18;1823;182323
2024;2;2024-02;Viseu;Viseu;Santos Evos;Não;347;18;1823;182325
2024;2;2024-02;Viseu;Viseu;Barreiros e Cepões;Não;321;18;1823;182335
2024;2;2024-02;Viseu;Viseu;Boa Aldeia, Farminhão e Torredeita;Não;581;18;1823;182336
2024;3;2024-03;Aveiro;Águeda;Valongo do Vouga;Não;131;01;0101;010119
2024;3;2024-03;Aveiro;Águeda;Recardães e Espinhel;Não;2803;01;0101;010124
2024;3;2024-03;Aveiro;Estarreja;Canelas e Fermelã;Não;1322;01;0108;010809
2024;3;2024-03;Aveiro;Ílhavo;Gafanha da Encarnação;Não;3513;01;0110;011005
2024;3;2024-03;Aveiro;Sever do Vouga;Pessegueiro do Vouga;Não;960;01;0117;011704
2024;3;2024-03;Aveiro;Sever do Vouga;Rocas do Vouga;Não;872;01;0117;011705
2024;3;2024-03;Aveiro;Vale de Cambra;Junqueira;Não;154;01;0119;011905
2024;3;2024-03;Beja;Odemira;São Martinho das Amoreiras;Não;200;02;0211;021107
2024;3;2024-03;Beja;Serpa;Vila Nova de São Bento e Vale de Vargo;Não;2414;02;0213;021309
2024;3;2024-03;Braga;Barcelos;Campo e Tamel (São Pedro Fins);Não;444;03;0302;030294
2024;3;2024-03;Braga;Braga;Padim da Graça;Não;593;03;0303;030330
2024;3;2024-03;Braga;Braga;Braga (Maximinos, Sé e Cividade);Não;7019;03;0303;030364
2024;3;2024-03;Braga;Cabeceiras de Basto;Abadim;Não;261;03;0304;030401
2024;3;2024-03;Braga;Celorico de Basto;Borba de Montanha;Não;512;03;0305;030503
2024;3;2024-03;Braga;Celorico de Basto;Moreira do Castelo;Não;255;03;0305;030515
2024;3;2024-03;Braga;Guimarães;Selho (São Jorge);Sim;3;03;0308;030854
2024;3;2024-03;Braga;Guimarães;Sande (São Martinho);Não;1055;03;0308;030858
2024;3;2024-03;Braga;Póvoa de Lanhoso;Esperança e Brunhais;Não;187;03;0309;030933
2024;3;2024-03;Braga;Terras de Bouro;Gondoriz;Não;274;03;0310;031009
2024;3;2024-03;Braga;Terras de Bouro;Moimenta;Não;547;03;0310;031010
2024;3;2024-03;Braga;Terras de Bouro;Chorense e Monte;Não;309;03;0310;031019
2024;3;2024-03;Braga;Vieira do Minho;Anjos e Vilar do Chão;Não;259;03;0311;031123
2024;3;2024-03;Braga;Vila Nova de Famalicão;Lemenhe, Mouquim e Jesufrei;Não;8;03;0312;031256
2024;3;2024-03;Braga;Vizela;Vizela (Santo Adrião);Não;898;03;0314;031406
2024;3;2024-03;Bragança;Alfândega da Fé;Cerejais;Não;153;04;0401;040103
2024;3;2024-03;Bragança;Bragança;Nogueira;Sim;1;04;0402;040225
2024;3;2024-03;Bragança;Bragança;Sendas;Não;53;04;0402;040246
2024;3;2024-03;Bragança;Bragança;Aveleda e Rio de Onor;Não;201;04;0402;040250
2024;3;2024-03;Bragança;Macedo de Cavaleiros;Arcas;Não;86;04;0405;040503
2024;3;2024-03;Bragança;Mirandela;Múrias;Não;161;04;0407;040722
2024;3;2024-03;Bragança;Vila Flor;Assares e Lodões;Não;215;04;0410;041020
2024;3;2024-03;Bragança;Vimioso;Vimioso;Não;790;04;0411;041114
2024;3;2024-03;Bragança;Vinhais;Agrochão;Não;204;04;0412;041201
2024;3;2024-03;Bragança;Vinhais;Ervedosa;Não;203;04;0412;041208
2024;3;2024-03;Bragança;Vinhais;Curopos e Vale de Janeiro;Não;186;04;0412;041236
2024;3;2024-03;Bragança;Vinhais;Soeira, Fresulfe e Mofreita;Não;184;04;0412;041241
2024;3;2024-03;Castelo Branco;Castelo Branco;Louriçal do Campo;Não;305;05;0502;050212
2024;3;2024-03;Castelo Branco;Covilhã;Paul;Não;770;05;0503;050314
2024;3;2024-03;Castelo Branco;Penamacor;Penamacor;Sim;1;05;0507;050710
2024;3;2024-03;Castelo Branco;Penamacor;Vale da Senhora da Póvoa;Não;285;05;0507;050712
2024;3;2024-03;Coimbra;Arganil;Sarzedo;Não;138;06;0601;060115
2024;3;2024-03;Coimbra;Arganil;Vila Cova de Alva e Anseriz;Não;143;06;0601;060122
2024;3;2024-03;Coimbra;Miranda do Corvo;Semide e Rio Vide;Não;1606;06;0609;060906
2024;3;2024-03;Coimbra;Pampilhosa da Serra;Pessegueiro;Não;290;06;0612;061207
2024;3;2024-03;Coimbra;Penacova;Figueira de Lorvão;Não;847;06;0613;061302
2024;3;2024-03;Coimbra;Soure;Gesteira e Brunhós;Não;392;06;0615;061514
2024;3;2024-03;Évora;Arraiolos;Igrejinha;Não;569;07;0702;070202
2024;3;2024-03;Évora;Estremoz;Glória;Não;198;07;0704;070402
2024;3;2024-03;Évora;Estremoz;São Lourenço de Mamporcão e São Bento de Ana Loura;Não;246;07;0704;070416
2024;3;2024-03;Évora;Évora;São Bento do Mato;Não;344;07;0705;070506
2024;3;2024-03;Évora;Évora;Malagueira e Horta das Figueiras;Não;4532;07;0705;070524
2024;3;2024-03;Évora;Mora;Cabeção;Não;756;07;0707;070702
2024;3;2024-03;Évora;Vendas Novas;Vendas Novas;Sim;2;07;0712;071201
2024;3;2024-03;Faro;Aljezur;Odeceixe;Sim;1;08;0803;080303
2024;3;2024-03;Faro;Faro;Santa Bárbara de Nexe;Não;2101;08;0805;080503
2024;3;2024-03;Faro;Lagoa;Estômbar e Parchal;Não;4869;08;0806;080607
2024;3;2024-03;Faro;Tavira;Santa Luzia;Não;2035;08;0814;081408
2024;3;2024-03;Faro;Vila do Bispo;Vila do Bispo e Raposeira;Não;1121;08;0815;081506
2024;3;2024-03;Faro;Vila Real de Santo António;Vila Real de Santo António;Não;6876;08;0816;081602
2024;3;2024-03;Guarda;Almeida;Azinhal, Peva e Valverde;Não;294;09;0902;090231
2024;3;2024-03;Guarda;Celorico da Beira;Casas do Soeiro;Não;282;09;0903;090322
2024;3;2024-03;Guarda;Figueira de Castelo Rodrigo;Cinco Vilas e Reigada;Não;314;09;0904;090420
2024;3;2024-03;Guarda;Pinhel;Freixedas;Não;277;09;0910;091010
2024;3;2024-03;Guarda;Pinhel;Vale do Côa;Não;251;09;0910;091033
2024;3;2024-03;Guarda;Pinhel;Atalaia e Safurdão;Não;305;09;0910;091035
2024;3;2024-03;Guarda;Sabugal;Casteleiro;Não;328;09;0911;091112
2024;3;2024-03;Guarda;Sabugal;Quadrazais;Não;396;09;0911;091123
2024;3;2024-03;Guarda;Sabugal;Seixo do Côa e Vale Longo;Não;102;09;0911;091147
2024;3;2024-03;Guarda;Seia;Vide e Cabeça;Não;958;09;0912;091236
2024;3;2024-03;Guarda;Vila Nova de Foz Côa;Sebadelhe;Não;76;09;0914;091414
2024;3;2024-03;Leiria;Nazaré;Famalicão;Não;1231;10;1011;101101
2024;3;2024-03;Leiria;Óbidos;Usseira;Não;508;10;1012;101209
2024;3;2024-03;Leiria;Porto de Mós;Arrimal e Mendiga;Não;797;10;1016;101616
2024;3;2024-03;Lisboa;Azambuja;Aveiras de Cima;Sim;1;11;1103;110303
2024;3;2024-03;Lisboa;Azambuja;Vale do Paraíso;Não;482;11;1103;110306
2024;3;2024-03;Lisboa;Azambuja;Vila Nova da Rainha;Sim;1;11;1103;110307
2024;3;2024-03;Lisboa;Lisboa;Lumiar;Sim;32;11;1106;110618
2024;3;2024-03;Lisboa;Lisboa;Areeiro;Não;9848;11;1106;110655
2024;3;2024-03;Lisboa;Lisboa;Areeiro;Sim;5;11;1106;110655
2024;3;2024-03;Lisboa;Lisboa;Estrela;Não;11357;11;1106;110660
2024;3;2024-03;Lisboa;Mafra;Malveira e São Miguel de Alcainça;Não;4627;11;1109;110921
2024;3;2024-03;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;Não;15843;11;1110;111012
2024;3;2024-03;Lisboa;Oeiras;Carnaxide e Queijas;Sim;19;11;1110;111013
2024;3;2024-03;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;Não;14535;11;1111;111128
2024;3;2024-03;Lisboa;Torres Vedras;A dos Cunhados e Maceira;Sim;1;11;1113;111321
2024;3;2024-03;Lisboa;Vila Franca de Xira;Alhandra, São João dos Montes e Calhandriz;Sim;1;11;1114;111412
2024;3;2024-03;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;Não;12726;11;1114;111415
2024;3;2024-03;Lisboa;Amadora;Venteira;Sim;4;11;1115;111517
2024;3;2024-03;Portalegre;Avis;Benavila e Valongo;Não;699;12;1203;120310
2024;3;2024-03;Portalegre;Crato;Gáfete;Não;629;12;1206;120604
2024;3;2024-03;Porto;Amarante;Fregim;Não;1105;13;1301;130112
2024;3;2024-03;Porto;Felgueiras;Vila Verde e Santão;Não;129;13;1303;130341
2024;3;2024-03;Porto;Paços de Ferreira;Paços de Ferreira;Sim;4;13;1309;130918
2024;3;2024-03;Porto;Porto;Bonfim;Sim;4;13;1312;131202
2024;3;2024-03;Porto;Póvoa de Varzim;Rates;Sim;1;13;1313;131311
2024;3;2024-03;Porto;Santo Tirso;Vila Nova do Campo;Não;1569;13;1314;131434
2024;3;2024-03;Porto;Valongo;Valongo;Sim;3;13;1315;131505
2024;3;2024-03;Porto;Vila do Conde;Vila do Conde;Não;15961;13;1316;131628
2024;3;2024-03;Porto;Vila Nova de Gaia;Canidelo;Sim;10;13;1317;131704
2024;3;2024-03;Porto;Trofa;Muro;Não;831;13;1318;131808
2024;3;2024-03;Santarém;Alcanena;Malhou, Louriceira e Espinheiro;Não;1106;14;1402;140212
2024;3;2024-03;Santarém;Cartaxo;Pontével;Não;2043;14;1406;140604
2024;3;2024-03;Santarém;Chamusca;Ulme;Não;492;14;1407;140704
2024;3;2024-03;Santarém;Constância;Constância;Sim;1;14;1408;140801
2024;3;2024-03;Santarém;Coruche;Coruche, Fajarda e Erra;Sim;2;14;1409;140909
2024;3;2024-03;Santarém;Mação;Ortiga;Não;161;14;1413;141307
2024;3;2024-03;Santarém;Rio Maior;Arrouquelas;Não;227;14;1414;141402
2024;3;2024-03;Santarém;Salvaterra de Magos;Salvaterra de Magos e Foros de Salvaterra;Não;5245;14;1415;141508
2024;3;2024-03;Santarém;Santarém;Pernes;Não;323;14;1416;141614
2024;3;2024-03;Santarém;Santarém;Póvoa da Isenta;Não;432;14;1416;141616
2024;3;2024-03;Santarém;Santarém;Achete, Azoia de Baixo e Póvoa de Santarém;Não;766;14;1416;141629
2024;3;2024-03;Santarém;Tomar;Casais e Alviobeira;Não;893;14;1418;141818
2024;3;2024-03;Santarém;Torres Novas;Meia Via;Não;647;14;1419;141917
2024;3;2024-03;Santarém;Torres Novas;Brogueira, Parceiros de Igreja e Alcorochel;Não;571;14;1419;141918
2024;3;2024-03;Santarém;Ourém;Matas e Cercal;Não;902;14;1421;142121
2024;3;2024-03;Setúbal;Almada;Costa da Caparica;Sim;6;15;1503;150303
2024;3;2024-03;Setúbal;Barreiro;Santo António da Charneca;Não;5087;15;1504;150407
2024;3;2024-03;Setúbal;Moita;Alhos Vedros;Não;6834;15;1506;150601
2024;3;2024-03;Setúbal;Santiago do Cacém;Abela;Não;476;15;1509;150901
2024;3;2024-03;Viana do Castelo;Arcos de Valdevez;Senharei;Não;156;16;1601;160144
2024;3;2024-03;Viana do Castelo;Arcos de Valdevez;Vale;Não;142;16;1601;160149
2024;3;2024-03;Viana do Castelo;Arcos de Valdevez;Arcos de Valdevez (Salvador), Vila Fonche e Parada;Sim;1;16;1601;160154
2024;3;2024-03;Viana do Castelo;Arcos de Valdevez;São Jorge e Ermelo;Não;363;16;1601;160161
2024;3;2024-03;Viana do Castelo;Melgaço;Fiães;Não;145;16;1603;160307
2024;3;2024-03;Viana do Castelo;Ponte da Barca;Bravães;Não;287;16;1606;160603
2024;3;2024-03;Viana do Castelo;Ponte de Lima;Anais;Não;558;16;1607;160701
2024;3;2024-03;Viana do Castelo;Ponte de Lima;Arcozelo;Não;1890;16;1607;160704
2024;3;2024-03;Viana do Castelo;Valença;Gondomil e Sanfins;Não;96;16;1608;160818
2024;3;2024-03;Viana do Castelo;Viana do Castelo;São Romão de Neiva;Sim;1;16;1609;160923
2024;3;2024-03;Viana do Castelo;Viana do Castelo;Vila de Punhe;Não;1140;16;1609;160938
2024;3;2024-03;Vila Real;Alijó;Santa Eugénia;Não;26;17;1701;170113
2024;3;2024-03;Vila Real;Alijó;Vila Chã;Não;126;17;1701;170116
2024;3;2024-03;Vila Real;Chaves;Curalha;Não;242;17;1703;170310
2024;3;2024-03;Vila Real;Chaves;Faiões;Não;435;17;1703;170313
2024;3;2024-03;Vila Real;Chaves;Mairos;Não;190;17;1703;170316
2024;3;2024-03;Vila Real;Chaves;Vila Verde da Raia;Não;444;17;1703;170343
2024;3;2024-03;Vila Real;Montalegre;Gralhas;Não;66;17;1706;170612
2024;3;2024-03;Vila Real;Montalegre;Santo André;Não;5;17;1706;170627
2024;3;2024-03;Vila Real;Montalegre;Vila da Ponte;Não;6;17;1706;170635
2024;3;2024-03;Vila Real;Peso da Régua;Peso da Régua e Godim;Não;4944;17;1708;170815
2024;3;2024-03;Vila Real;Peso da Régua;Poiares e Canelas;Não;843;17;1708;170816
2024;3;2024-03;Vila Real;Sabrosa;São Lourenço de Ribapinhão;Não;115;17;1710;171011
2024;3;2024-03;Vila Real;Valpaços;Fornos do Pinhal;Não;128;17;1712;171211
2024;3;2024-03;Vila Real;Vila Real;Pena, Quintã e Vila Cova;Não;489;17;1714;171436
2024;3;2024-03;Viseu;Armamar;Aldeias;Não;247;18;1801;180101
2024;3;2024-03;Viseu;Castro daire;Parada de Ester e Ester;Não;741;18;1803;180325
2024;3;2024-03;Viseu;Cinfães;Alhões, Bustelo, Gralheira e Ramires;Não;436;18;1804;180418
2024;3;2024-03;Viseu;Lamego;Cambres;Não;1007;18;1805;180505
2024;3;2024-03;Viseu;Lamego;Figueira;Não;217;18;1805;180509
2024;3;2024-03;Viseu;Lamego;Sande;Não;253;18;1805;180520
2024;3;2024-03;Viseu;Oliveira de Frades;São João da Serra;Não;240;18;1810;181008
2024;3;2024-03;Viseu;Resende;Resende;Não;1684;18;1813;181311
2024;3;2024-03;Viseu;Sernancelhe;Faia;Não;60;18;1818;181806
2024;3;2024-03;Viseu;Sernancelhe;Granjal;Não;175;18;1818;181810
2024;3;2024-03;Viseu;Tarouca;Granja Nova e Vila Chã da Beira;Não;112;18;1820;182012
2024;3;2024-03;Viseu;Tondela;Dardavaz;Não;222;18;1821;182106
2024;3;2024-03;Viseu;Tondela;Caparrosa e Silvares;Não;185;18;1821;182128
2024;3;2024-03;Viseu;Vouzela;Vouzela e Paços de Vilharigues;Não;1210;18;1824;182415
2024;4;2024-04;Aveiro;Águeda;Águeda e Borralha;Sim;2;01;0101;010121
2024;4;2024-04;Aveiro;Albergaria-a-Velha;Branca;Não;2287;01;0102;010204
2024;4;2024-04;Aveiro;Arouca;Escariz;Não;455;01;0104;010409
2024;4;2024-04;Aveiro;Aveiro;Glória e Vera Cruz;Não;14748;01;0105;010517
2024;4;2024-04;Aveiro;Estarreja;Avanca;Não;2451;01;0108;010801
2024;4;2024-04;Aveiro;Santa Maria da Feira;Arrifana;Não;2974;01;0109;010902
2024;4;2024-04;Aveiro;Oliveira de Azeméis;Pinheiro da Bemposta, Travanca e Palmaz;Não;2325;01;0113;011322
2024;4;2024-04;Aveiro;Sever do Vouga;Sever do Vouga;Sim;1;01;0117;011706
2024;4;2024-04;Beja;Almodôvar;Rosário;Não;388;02;0202;020203
2024;4;2024-04;Beja;Alvito;Alvito;Sim;1;02;0203;020301
2024;4;2024-04;Braga;Amares;Fiscal;Não;398;03;0301;030111
2024;4;2024-04;Braga;Amares;Ferreiros, Prozelo e Besteiros;Não;2581;03;0301;030127
2024;4;2024-04;Braga;Barcelos;Gilmonde;Não;470;03;0302;030237
2024;4;2024-04;Braga;Barcelos;Galegos (São Martinho);Não;693;03;0302;030272
2024;4;2024-04;Braga;Barcelos;Várzea;Não;805;03;0302;030283
2024;4;2024-04;Braga;Braga;Figueiredo;Não;308;03;0303;030315
2024;4;2024-04;Braga;Braga;Palmeira;Não;1395;03;0303;030331
2024;4;2024-04;Braga;Braga;Pedralva;Não;390;03;0303;030334
2024;4;2024-04;Braga;Braga;Priscos;Não;504;03;0303;030336
2024;4;2024-04;Braga;Braga;Este (São Pedro e São Mamede);Sim;4;03;0303;030370
2024;4;2024-04;Braga;Braga;Ferreiros e Gondizalves;Sim;1;03;0303;030371
2024;4;2024-04;Braga;Cabeceiras de Basto;Refojos de Basto, Outeiro e Painzela;Sim;1;03;0304;030421
2024;4;2024-04;Braga;Fafe;Ribeiros;Não;24;03;0307;030725
2024;4;2024-04;Braga;Fafe;Arões (São Romão);Não;1429;03;0307;030730
2024;4;2024-04;Braga;Guimarães;Gondar;Sim;1;03;0308;030821
2024;4;2024-04;Braga;Guimarães;São Torcato;Não;1414;03;0308;030865
2024;4;2024-04;Braga;Guimarães;Silvares;Não;977;03;0308;030868
2024;4;2024-04;Braga;Vila Nova de Famalicão;Esmeriz e Cabeçudos;Sim;1;03;0312;031254
2024;4;2024-04;Braga;Vila Verde;Escariz (São Mamede) e Escariz (São Martinho);Não;200;03;0313;031362
2024;4;2024-04;Bragança;Macedo de Cavaleiros;Corujas;Não;89;04;0405;040511
2024;4;2024-04;Bragança;Macedo de Cavaleiros;Vale da Porca;Não;169;04;0405;040533
2024;4;2024-04;Bragança;Miranda do douro;Duas Igrejas;Não;456;04;0406;040604
2024;4;2024-04;Bragança;Mirandela;Suçães;Não;364;04;0407;040729
2024;4;2024-04;Bragança;Torre de Moncorvo;Açoreira;Não;271;04;0409;040901
2024;4;2024-04;Castelo Branco;Castelo Branco;Póvoa de Rio de Moinhos e Cafede;Não;541;05;0502;050231
2024;4;2024-04;Castelo Branco;Covilhã;Peso e Vales do Rio;Não;890;05;0503;050336
2024;4;2024-04;Castelo Branco;Fundão;Alcaria;Não;712;05;0504;050402
2024;4;2024-04;Castelo Branco;Fundão;Três Povos;Não;741;05;0504;050432
2024;4;2024-04;Castelo Branco;Idanha-a-Nova;Oledo;Não;344;05;0505;050509
2024;4;2024-04;Castelo Branco;Idanha-a-Nova;Monfortinho e Salvaterra do Extremo;Não;142;05;0505;050519
2024;4;2024-04;Castelo Branco;Sertã;Várzea dos Cavaleiros;Não;527;05;0509;050914
2024;4;2024-04;Coimbra;Arganil;Vila Cova de Alva e Anseriz;Não;143;06;0601;060122
2024;4;2024-04;Coimbra;Coimbra;Trouxemil e Torre de Vilela;Não;1682;06;0603;060341
2024;4;2024-04;Coimbra;Góis;Vila Nova do Ceira;Não;494;06;0606;060605
2024;4;2024-04;Coimbra;Miranda do Corvo;Vila Nova;Não;414;06;0609;060905
2024;4;2024-04;Coimbra;Oliveira do Hospital;Alvoco das Várzeas;Não;131;06;0611;061102
2024;4;2024-04;Coimbra;Penela;Cumeeira;Não;563;06;0614;061401
2024;4;2024-04;Coimbra;Tábua;São João da Boa Vista;Não;57;06;0616;061612
2024;4;2024-04;Évora;Mourão;Luz;Não;241;07;0708;070802
2024;4;2024-04;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;Sim;1;07;0714;071406
2024;4;2024-04;Faro;Albufeira;Paderne;Não;929;08;0801;080103
2024;4;2024-04;Faro;Albufeira;Albufeira e Olhos de Água;Sim;6;08;0801;080106
2024;4;2024-04;Faro;Alcoutim;Alcoutim e Pereiro;Sim;1;08;0802;080206
2024;4;2024-04;Faro;Loulé;Loulé (São Clemente);Não;11595;08;0808;080808
2024;4;2024-04;Faro;Portimão;Mexilhoeira Grande;Não;2081;08;0811;081102
2024;4;2024-04;Faro;Silves;Armação de Pêra;Não;10155;08;0813;081303
2024;4;2024-04;Faro;Tavira;Conceição e Cabanas de Tavira;Sim;1;08;0814;081410
2024;4;2024-04;Faro;Vila do Bispo;Budens;Não;1934;08;0815;081502
2024;4;2024-04;Guarda;Celorico da Beira;Ratoeira;Não;210;09;0903;090314
2024;4;2024-04;Guarda;Fornos de Algodres;Fornos de Algodres;Sim;1;09;0905;090505
2024;4;2024-04;Guarda;Fornos de Algodres;Maceira;Não;207;09;0905;090509
2024;4;2024-04;Guarda;Manteigas;Manteigas (Santa Maria);Não;963;09;0908;090802
2024;4;2024-04;Guarda;Mêda;Poço do Canto;Não;245;09;0909;090912
2024;4;2024-04;Guarda;Pinhel;Ervedosa;Não;108;09;0910;091009
2024;4;2024-04;Guarda;Sabugal;Santo Estêvão e Moita;Não;50;09;0911;091146
2024;4;2024-04;Guarda;Seia;Pinhanços;Não;473;09;0912;091209
