Year;Month;Date;District;Municipality;Parish;incl Electric mobility;Number of CPE's with collected DC;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;1;2024-01;Coimbra;Góis;Cadafaz e Colmeal;Não;450;06;0606;060606
2024;1;2024-01;Coimbra;Tábua;Ázere e Covelo;Não;156;06;0616;061616
2024;1;2024-01;Évora;Évora;Nossa Senhora de Machede;Não;56;07;0705;070503
2024;1;2024-01;Évora;Évora;São Miguel de Machede;Não;85;07;0705;070509
2024;1;2024-01;Faro;Lagos;Bensafrim e Barão de São João;Não;511;08;0807;080707
2024;1;2024-01;Faro;Silves;Silves;Não;6671;08;0813;081307
2024;1;2024-01;Guarda;Almeida;Almeida;Não;810;09;0902;090203
2024;1;2024-01;Guarda;Celorico da Beira;São Pedro e Santa Maria e Vila Boa do Mondego;Sim;1;09;0903;090324
2024;1;2024-01;Guarda;Figueira de Castelo Rodrigo;Castelo Rodrigo;Não;213;09;0904;090403
2024;1;2024-01;Guarda;Figueira de Castelo Rodrigo;Algodres, Vale de Afonsinho e Vilar de Amargo;Não;521;09;0904;090418
2024;1;2024-01;Guarda;Fornos de Algodres;Algodres;Não;290;09;0905;090501
2024;1;2024-01;Guarda;Fornos de Algodres;Figueiró da Granja;Não;303;09;0905;090504
2024;1;2024-01;Guarda;Manteigas;Manteigas (São Pedro);Sim;1;09;0908;090803
2024;1;2024-01;Guarda;Mêda;Mêda, Outeiro de Gatos e Fonte Longa;Sim;1;09;0909;090917
2024;1;2024-01;Guarda;Sabugal;Cerdeira;Não;37;09;0911;091113
2024;1;2024-01;Guarda;Vila Nova de Foz Côa;Vila Nova de Foz Côa;Sim;2;09;0914;091419
2024;1;2024-01;Leiria;Caldas da Rainha;Foz do Arelho;Não;1721;10;1006;100606
2024;1;2024-01;Leiria;Leiria;Milagres;Não;726;10;1009;100915
2024;1;2024-01;Leiria;Pombal;Carriço;Não;740;10;1015;101505
2024;1;2024-01;Leiria;Porto de Mós;Alvados e Alcaria;Não;534;10;1016;101615
2024;1;2024-01;Lisboa;Cadaval;Vilar;Não;959;11;1104;110410
2024;1;2024-01;Lisboa;Lisboa;Beato;Sim;1;11;1106;110607
2024;1;2024-01;Lisboa;Lisboa;Santa Maria Maior;Sim;1;11;1106;110665
2024;1;2024-01;Lisboa;Loures;Camarate, Unhos e Apelação;Não;13010;11;1107;110731
2024;1;2024-01;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;Não;13763;11;1113;111326
2024;1;2024-01;Lisboa;Odivelas;Ramada e Caneças;Sim;12;11;1116;111610
2024;1;2024-01;Portalegre;Castelo de Vide;Santa Maria da Devesa;Não;1101;12;1205;120502
2024;1;2024-01;Porto;Amarante;Vila Caiz;Não;89;13;1301;130138
2024;1;2024-01;Porto;Felgueiras;Idães;Não;241;13;1303;130306
2024;1;2024-01;Porto;Marco de Canaveses;Alpendorada, Várzea e Torrão;Não;2667;13;1307;130732
2024;1;2024-01;Porto;Penafiel;Luzim e Vila Cova;Não;181;13;1311;131140
2024;1;2024-01;Porto;Porto;Lordelo do Ouro e Massarelos;Sim;6;13;1312;131218
2024;1;2024-01;Porto;Vila do Conde;Labruge;Não;1581;13;1316;131613
2024;1;2024-01;Santarém;Salvaterra de Magos;Glória do Ribatejo e Granho;Não;1858;14;1415;141507
2024;1;2024-01;Santarém;Santarém;Azoia de Cima e Tremês;Não;693;14;1416;141630
2024;1;2024-01;Santarém;Ourém;Urqueira;Não;807;14;1421;142114
2024;1;2024-01;Setúbal;Moita;Alhos Vedros;Não;6387;15;1506;150601
2024;1;2024-01;Setúbal;Moita;Gaio-Rosário e Sarilhos Pequenos;Sim;1;15;1506;150608
2024;1;2024-01;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;Sim;11;15;1512;151210
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Vale;Não;111;16;1601;160149
2024;1;2024-01;Viana do Castelo;Melgaço;São Paio;Não;329;16;1603;160317
2024;1;2024-01;Viana do Castelo;Monção;Pinheiros;Não;221;16;1604;160421
2024;1;2024-01;Viana do Castelo;Monção;Sago, Lordelo e Parada;Não;272;16;1604;160439
2024;1;2024-01;Viana do Castelo;Ponte da Barca;Ponte da Barca, V. N. Muía, Paço Vedro Magalhães;Não;3103;16;1606;160628
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Seara;Não;183;16;1607;160745
2024;1;2024-01;Viana do Castelo;Valença;Boivão;Não;154;16;1608;160802
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Mazarefes e Vila Fria;Não;393;16;1609;160944
2024;1;2024-01;Vila Real;Mesão Frio;Barqueiros;Não;326;17;1704;170401
2024;1;2024-01;Vila Real;Peso da Régua;Peso da Régua e Godim;Sim;2;17;1708;170815
2024;1;2024-01;Vila Real;Sabrosa;Sabrosa;Não;597;17;1710;171009
2024;1;2024-01;Viseu;Mangualde;Freixiosa;Não;164;18;1806;180608
2024;1;2024-01;Viseu;Penedono;Castainço;Não;128;18;1812;181203
2024;1;2024-01;Viseu;Penedono;Penela da Beira;Não;214;18;1812;181207
2024;1;2024-01;Viseu;Sátão;São Miguel de Vila Boa;Não;389;18;1817;181709
2024;1;2024-01;Viseu;Tabuaço;Barcos e Santa Leocádia;Não;310;18;1819;181918
2024;1;2024-01;Viseu;Vouzela;Fornelo do Monte;Não;172;18;1824;182407
2024;2;2024-02;Aveiro;Anadia;Vilarinho do Bairro;Não;665;01;0103;010313
2024;2;2024-02;Aveiro;Arouca;Arouca e Burgo;Não;2799;01;0104;010421
2024;2;2024-02;Aveiro;Ovar;Esmoriz;Não;6092;01;0115;011503
2024;2;2024-02;Beja;Beja;Santa Vitória e Mombeja;Não;665;02;0205;020523
2024;2;2024-02;Braga;Braga;Mire de Tibães;Não;372;03;0303;030325
2024;2;2024-02;Braga;Braga;Priscos;Sim;2;03;0303;030336
2024;2;2024-02;Braga;Braga;Braga (São José de São Lázaro e São João do Souto);Sim;5;03;0303;030365
2024;2;2024-02;Braga;Cabeceiras de Basto;Basto;Não;276;03;0304;030404
2024;2;2024-02;Viseu;Resende;Barrô;Não;362;18;1813;181302
2024;2;2024-02;Viseu;Tabuaço;Tabuaço;Não;1002;18;1819;181914
2024;2;2024-02;Viseu;Tabuaço;Tabuaço;Sim;2;18;1819;181914
2024;2;2024-02;Viseu;Tabuaço;Távora e Pereiro;Não;310;18;1819;181921
2024;2;2024-02;Viseu;Vila Nova de Paiva;Vila Cova à Coelheira;Não;684;18;1822;182206
2024;2;2024-02;Viseu;Viseu;Abraveses;Não;4314;18;1823;182301
2024;3;2024-03;Aveiro;Castelo de Paiva;Sobrado e Bairros;Sim;1;01;0106;010611
2024;3;2024-03;Aveiro;Santa Maria da Feira;Lobão, Gião, Louredo e Guisande;Não;4427;01;0109;010934
2024;3;2024-03;Aveiro;Ílhavo;Gafanha da Nazaré;Não;10196;01;0110;011006
2024;3;2024-03;Aveiro;São João da Madeira;São João da Madeira;Sim;2;01;0116;011601
2024;3;2024-03;Braga;Barcelos;Manhente;Não;596;03;0302;030245
2024;3;2024-03;Braga;Barcelos;Vila Cova e Feitos;Não;894;03;0302;0302FH
2024;3;2024-03;Braga;Braga;Braga (São Vicente);Sim;5;03;0303;030349
2024;3;2024-03;Braga;Braga;Celeirós, Aveleda e Vimieiro;Sim;3;03;0303;030367
2024;3;2024-03;Braga;Cabeceiras de Basto;Refojos de Basto, Outeiro e Painzela;Sim;1;03;0304;030421
2024;3;2024-03;Braga;Fafe;Ribeiros;Não;24;03;0307;030725
2024;3;2024-03;Braga;Guimarães;Brito;Não;2019;03;0308;030807
2024;3;2024-03;Braga;Guimarães;Gondar;Sim;1;03;0308;030821
2024;3;2024-03;Braga;Guimarães;Silvares;Não;988;03;0308;030868
2024;3;2024-03;Braga;Terras de Bouro;Rio Caldo;Não;611;03;0310;031013
2024;3;2024-03;Braga;Vila Nova de Famalicão;Lousado;Não;1454;03;0312;031224
2024;3;2024-03;Bragança;Bragança;Carragosa;Não;103;04;0402;040206
2024;3;2024-03;Bragança;Freixo de Espada À Cinta;Freixo de Espada à Cinta e Mazouco;Sim;1;04;0404;040407
2024;3;2024-03;Bragança;Torre de Moncorvo;Açoreira;Não;272;04;0409;040901
2024;3;2024-03;Bragança;Vinhais;Moimenta e Montouto;Não;31;04;0412;041237
2024;3;2024-03;Castelo Branco;Belmonte;Inguias;Não;489;05;0501;050104
2024;3;2024-03;Castelo Branco;Castelo Branco;Escalos de Baixo e Mata;Não;605;05;0502;050227
2024;3;2024-03;Castelo Branco;Idanha-a-Nova;Medelim;Não;340;05;0505;050506
2024;3;2024-03;Castelo Branco;Idanha-a-Nova;Toulões;Não;311;05;0505;050516
2024;3;2024-03;Castelo Branco;Penamacor;Meimão;Não;303;05;0507;050707
2024;3;2024-03;Castelo Branco;Penamacor;Meimoa;Não;373;05;0507;050708
2024;1;2024-01;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Não;718;01;0101;010123
2024;1;2024-01;Aveiro;Arouca;Várzea;Não;217;01;0104;010420
2024;1;2024-01;Aveiro;Espinho;Espinho;Sim;2;01;0107;010702
2024;1;2024-01;Aveiro;Espinho;Anta e Guetim;Sim;1;01;0107;010706
2024;1;2024-01;Aveiro;Santa Maria da Feira;Milheirós de Poiares;Sim;1;01;0109;010914
2024;1;2024-01;Aveiro;Santa Maria da Feira;Sanguedo;Não;770;01;0109;010924
2024;1;2024-01;Aveiro;Ílhavo;Ílhavo (São Salvador);Não;8380;01;0110;011008
2024;1;2024-01;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;Não;14918;01;0115;011509
2024;1;2024-01;Beja;Aljustrel;São João de Negrilhos;Não;824;02;0201;020104
2024;1;2024-01;Beja;Cuba;Faro do Alentejo;Não;280;02;0207;020702
2024;1;2024-01;Beja;Ferreira do Alentejo;Ferreira do Alentejo e Canhestros;Sim;1;02;0208;020808
2024;1;2024-01;Braga;Amares;Bico;Não;373;03;0301;030104
2024;1;2024-01;Braga;Amares;Goães;Não;251;03;0301;030112
2024;1;2024-01;Braga;Barcelos;Abade de Neiva;Não;858;03;0302;030201
2024;1;2024-01;Braga;Barcelos;Gilmonde;Não;470;03;0302;030237
2024;1;2024-01;Braga;Barcelos;Oliveira;Não;154;03;0302;030254
2024;1;2024-01;Braga;Braga;Mire de Tibães;Não;244;03;0303;030325
2024;1;2024-01;Braga;Braga;Sobreposta;Não;170;03;0303;030355
2024;1;2024-01;Braga;Braga;Nogueira, Fraião e Lamaçães;Não;4406;03;0303;030377
2024;1;2024-01;Braga;Braga;Nogueira, Fraião e Lamaçães;Sim;8;03;0303;030377
2024;1;2024-01;Braga;Cabeceiras de Basto;Abadim;Não;12;03;0304;030401
2024;1;2024-01;Braga;Esposende;Gemeses;Não;566;03;0306;030610
2024;1;2024-01;Braga;Fafe;Travassós;Não;187;03;0307;030733
2024;1;2024-01;Braga;Guimarães;Candoso (São Martinho);Não;542;03;0308;030857
2024;1;2024-01;Braga;Póvoa de Lanhoso;Galegos;Não;234;03;0309;030912
2024;1;2024-01;Braga;Terras de Bouro;Valdosende;Não;407;03;0310;031015
2024;1;2024-01;Braga;Vila Nova de Famalicão;Oliveira (Santa Maria);Sim;1;03;0312;031239
2024;1;2024-01;Braga;Vila Nova de Famalicão;Vermoim;Não;1192;03;0312;031247
2024;1;2024-01;Braga;Vila Nova de Famalicão;Carreira e Bente;Não;23;03;0312;031253
2024;1;2024-01;Braga;Vizela;Caldas de Vizela (São Miguel e São João);Sim;1;03;0314;031408
2024;1;2024-01;Bragança;Alfândega da Fé;Parada e Sendim da Ribeira;Não;223;04;0401;040125
2024;1;2024-01;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;Não;698;04;0402;040252
2024;1;2024-01;Bragança;Macedo de Cavaleiros;Vale da Porca;Não;171;04;0405;040533
2024;1;2024-01;Bragança;Miranda do douro;Duas Igrejas;Não;431;04;0406;040604
2024;1;2024-01;Bragança;Mirandela;Vale de Gouvinhas;Não;42;04;0407;040732
2024;1;2024-01;Bragança;Vinhais;Vale das Fontes;Não;236;04;0412;041227
2024;1;2024-01;Castelo Branco;Castelo Branco;Salgueiro do Campo;Não;153;05;0502;050220
2024;1;2024-01;Castelo Branco;Covilhã;Paul;Não;639;05;0503;050314
2024;1;2024-01;Castelo Branco;Idanha-a-Nova;Monsanto e Idanha-a-Velha;Não;374;05;0505;050520
2024;1;2024-01;Castelo Branco;Idanha-a-Nova;Zebreira e Segura;Não;1013;05;0505;050521
2024;1;2024-01;Castelo Branco;Oleiros;Madeirã;Não;91;05;0506;050606
2024;1;2024-01;Castelo Branco;Sertã;Sertã;Sim;1;05;0509;050912
2024;1;2024-01;Coimbra;Cantanhede;Sanguinheira;Não;248;06;0602;060218
2024;1;2024-01;Coimbra;Coimbra;São Martinho de Árvore e Lamarosa;Sim;1;06;0603;060337
2024;1;2024-01;Coimbra;Condeixa-a-Nova;Vila Seca e Bem da Fé;Não;496;06;0604;060413
2024;1;2024-01;Coimbra;Figueira da Foz;Buarcos e São Julião;Não;16676;06;0605;060520
2024;1;2024-01;Coimbra;Góis;Góis;Sim;1;06;0606;060604
2024;1;2024-01;Coimbra;Lousã;Serpins;Não;1071;06;0607;060704
2024;1;2024-01;Coimbra;Lousã;Lousã e Vilarinho;Não;7613;06;0607;060708
2024;1;2024-01;Coimbra;Miranda do Corvo;Miranda do Corvo;Sim;2;06;0609;060902
2024;1;2024-01;Coimbra;Penela;Podentes;Não;220;06;0614;061403
2024;1;2024-01;Coimbra;Tábua;Covas e Vila Nova de Oliveirinha;Não;49;06;0616;061617
2024;1;2024-01;Évora;Estremoz;Arcos;Não;623;07;0704;070401
2024;1;2024-01;Évora;Portel;Portel;Não;1339;07;0709;070905
2024;1;2024-01;Faro;Castro Marim;Castro Marim;Não;2457;08;0804;080402
2024;1;2024-01;Faro;Lagoa;Lagoa e Carvoeiro;Não;9350;08;0806;080608
2024;1;2024-01;Faro;Olhão;Quelfes;Sim;10;08;0810;081005
2024;1;2024-01;Guarda;Aguiar da Beira;Aguiar da Beira e Coruche;Não;1358;09;0901;090114
2024;1;2024-01;Guarda;Almeida;Castelo Mendo, Ade, Monteperobolso e Mesquitela;Não;376;09;0902;090232
2024;1;2024-01;Guarda;Celorico da Beira;Maçal do Chão;Não;135;09;0903;090309
2024;1;2024-01;Guarda;Fornos de Algodres;Juncais, Vila Ruiva e Vila Soeiro do Chão;Não;517;09;0905;090518
2024;1;2024-01;Guarda;Gouveia;Arcozelo;Não;517;09;0906;090602
2024;1;2024-01;Guarda;Gouveia;Cativelos;Não;565;09;0906;090603
2024;1;2024-01;Guarda;Guarda;Faia;Não;149;09;0907;090716
2024;1;2024-01;Guarda;Guarda;Porto da Carne;Não;152;09;0907;090732
2024;1;2024-01;Guarda;Manteigas;Vale de Amoreira;Não;97;09;0908;090804
2024;1;2024-01;Guarda;Pinhel;Vale do Côa;Não;221;09;0910;091033
2024;1;2024-01;Guarda;Sabugal;Aldeia Velha;Não;244;09;0911;091106
2024;1;2024-01;Guarda;Sabugal;Bendada;Não;205;09;0911;091110
2024;1;2024-01;Guarda;Sabugal;Bismula;Não;199;09;0911;091111
2024;1;2024-01;Guarda;Sabugal;Quintas de São Bartolomeu;Não;61;09;0911;091124
2024;1;2024-01;Guarda;Seia;Santa Marinha e São Martinho;Não;543;09;0912;091232
2024;1;2024-01;Guarda;Vila Nova de Foz Côa;Freixo de Numão;Não;91;09;0914;091418
2024;1;2024-01;Leiria;Alcobaça;São Martinho do Porto;Sim;3;10;1001;100112
2024;1;2024-01;Leiria;Bombarral;Pó;Não;533;10;1005;100505
2024;1;2024-01;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;Não;7609;10;1006;100618
2024;1;2024-01;Leiria;Figueiró dos Vinhos;Figueiró dos Vinhos e Bairradas;Não;2634;10;1008;100806
2024;1;2024-01;Leiria;Nazaré;Famalicão;Não;1112;10;1011;101101
2024;1;2024-01;Leiria;Pombal;Guia, Ilha e Mata Mourisca;Não;3065;10;1015;101518
2024;1;2024-01;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;Sim;2;10;1016;101614
2024;1;2024-01;Lisboa;Cadaval;Vilar;Sim;1;11;1104;110410
2024;1;2024-01;Lisboa;Lisboa;Campolide;Sim;5;11;1106;110610
2024;1;2024-01;Lisboa;Lisboa;Carnide;Sim;9;11;1106;110611
2024;1;2024-01;Lisboa;Lisboa;Belém;Não;8585;11;1106;110658
2024;1;2024-01;Lisboa;Lourinhã;Santa Bárbara;Não;981;11;1108;110806
2024;1;2024-01;Lisboa;Mafra;Enxara do Bispo, Gradil e Vila Franca do Rosário;Não;546;11;1109;110919
2024;1;2024-01;Portalegre;Avis;Benavila e Valongo;Não;608;12;1203;120310
2024;1;2024-01;Portalegre;Campo Maior;Nossa Senhora da Expectação;Não;2200;12;1204;120401
2024;1;2024-01;Portalegre;Crato;Aldeia da Mata;Não;371;12;1206;120601
2024;1;2024-01;Portalegre;Elvas;Terrugem e Vila Boim;Não;373;12;1207;120715
2024;1;2024-01;Portalegre;Fronteira;Cabeço de Vide;Não;829;12;1208;120801
2024;1;2024-01;Porto;Amarante;Gondar;Não;58;13;1301;130117
2024;1;2024-01;Porto;Felgueiras;Sendim;Não;253;13;1303;130324
2024;1;2024-01;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;Não;16934;13;1304;130415
2024;1;2024-01;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;Sim;6;13;1304;130415
2024;1;2024-01;Porto;Marco de Canaveses;Banho e Carvalhosa;Não;137;13;1307;130704
2024;1;2024-01;Porto;Paredes;Lordelo;Não;26;13;1310;131013
2024;1;2024-01;Porto;Penafiel;Duas Igrejas;Não;879;13;1311;131109
2024;1;2024-01;Porto;Santo Tirso;Monte Córdova;Não;622;13;1314;131413
2024;1;2024-01;Porto;Vila Nova de Gaia;Canelas;Sim;2;13;1317;131703
2024;1;2024-01;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;Sim;1;13;1317;131728
2024;1;2024-01;Porto;Trofa;Coronado (São Romão e São Mamede);Não;3749;13;1318;131811
2024;1;2024-01;Santarém;Abrantes;Fontes;Não;231;14;1401;140118
2024;1;2024-01;Santarém;Almeirim;Benfica do Ribatejo;Não;1098;14;1403;140302
2024;1;2024-01;Santarém;Benavente;Samora Correia;Sim;1;14;1405;140502
2024;1;2024-01;Santarém;Constância;Montalvo;Não;696;14;1408;140802
2024;1;2024-01;Santarém;Rio Maior;Alcobertas;Não;456;14;1414;141401
2024;1;2024-01;Santarém;Santarém;Achete, Azoia de Baixo e Póvoa de Santarém;Não;718;14;1416;141629
2024;1;2024-01;Santarém;Ourém;Nossa Senhora das Misericórdias;Não;2520;14;1421;142111
2024;1;2024-01;Setúbal;Santiago do Cacém;São Domingos e Vale de Água;Não;494;15;1509;150913
2024;1;2024-01;Setúbal;Seixal;Amora;Sim;4;15;1510;151002
2024;1;2024-01;Setúbal;Setúbal;Sado;Sim;2;15;1512;151208
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;São Jorge e Ermelo;Não;332;16;1601;160161
2024;1;2024-01;Viana do Castelo;Melgaço;Cousso;Não;35;16;1603;160304
2024;1;2024-01;Viana do Castelo;Monção;Tangil;Não;454;16;1604;160428
2024;1;2024-01;Viana do Castelo;Monção;Mazedo e Cortes;Não;2774;16;1604;160436
2024;1;2024-01;Viana do Castelo;Paredes de Coura;Vascões;Não;2;16;1605;160521
2024;1;2024-01;Viana do Castelo;Paredes de Coura;Insalde e Porreiras;Não;7;16;1605;160525
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Estorãos;Não;302;16;1607;160717
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Rebordões (Santa Maria);Não;438;16;1607;160744
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Arca e Ponte de Lima;Não;3257;16;1607;160752
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Outeiro;Não;384;16;1609;160925
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Santa Marta de Portuzelo;Não;1819;16;1609;160928
2024;1;2024-01;Vila Real;Chaves;Águas Frias;Não;484;17;1703;170301
2024;1;2024-01;Vila Real;Mondim de Basto;São Cristóvão de Mondim de Basto;Sim;1;17;1705;170505
2024;1;2024-01;Vila Real;Mondim de Basto;Campanhó e Paradança;Sim;1;17;1705;170509
2024;1;2024-01;Vila Real;Valpaços;Tinhela e Alvarelhos;Não;150;17;1712;171235
2024;1;2024-01;Vila Real;Vila Pouca de Aguiar;Bornes de Aguiar;Não;1268;17;1713;171303
2024;1;2024-01;Vila Real;Vila Pouca de Aguiar;Valoura;Não;88;17;1713;171313
2024;1;2024-01;Vila Real;Vila Real;Mondrões;Não;249;17;1714;171416
2024;1;2024-01;Vila Real;Vila Real;Torgueda;Não;533;17;1714;171426
2024;1;2024-01;Viseu;Castro daire;Pepim;Não;92;18;1803;180317
2024;1;2024-01;Viseu;Moimenta da Beira;Sarzedo;Não;118;18;1807;180717
2024;1;2024-01;Viseu;Mortágua;Espinho;Não;611;18;1808;180804
2024;1;2024-01;Aveiro;Estarreja;Canelas e Fermelã;Não;1301;01;0108;010809
2024;1;2024-01;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;Não;9582;01;0109;010935
2024;1;2024-01;Aveiro;Oliveira de Azeméis;São Roque;Não;1087;01;0113;011318
